TimOcurrencia,DesCPOcurrencia,NumEncargos,AccidenteDeFumador,AccidenteDomestico,ActosVandalicos,AsentamientosHundimientos,AveriaDeLaInstalacion,AveriaInternaDelAparato,CaidaDeObjetos,ConsecuenciasDeErrorDeDiseno,Cortocircuito,DanosPorAgua,DefectosDeMateriales,DefectoEstudioGeotecnico,DefectoFalloProyectoCalculo,ElectricidadEstatica,Emboces,Expolacion,CaidaDeRayo,Filtraciones,FugasInstalacionesDeExtincion,GolpeDeAire,GolpeFortuito,GoterasProcedentesDeLocales,Humo,Hurto,IgnicionEspontanea,ImpactoVehiculos,IncendiosDeOrigenElectrico,IntentoDeRobo,InundacionDesbordamientoDesviacion,LlamasAbiertas,Lluvia,AveriasAparatosElectricos,ManipulacionMaquinariaBienesAsegurados,ManoDeObraDefectuosa,MaterialesRecalentados,MontajeAnomalo,Nieve,NinoJugando,OlvidoCierreGrifos,OndasSonicas,Otros,Pedrisco,PicoTensionCiaElectrica,ProvenienteFuegoExteriorPorPropagacion,RCNoImputableAlAsegurado,RCDanosMateriales,RCDanosPersonales,RiesgoConvencional,RiesgoDeLaNaturaleza,RiesgoFuerzaMayor,RiesgosPropiosDeLaConstruccion,RiesgosPropiosDeMontaje,Robo,RocesFriccionesChispasMecanicas,RoturasPorObras,RoturaTuberiaAlimentacion,RoturaTuberiaCalefaccion,RoturaTuberiaDesague,SituacionDeTrabajo,SoldaduraYCorte,SuperficiesCalientes,TormentaElectrica,Viento,AnoConstruccion,Clase_Alta,Clase_MediaAlta,Clase_Media,Clase_MediaSencilla,Clase_Sencilla,Temperatura_max,Temperatura_min,Humitat_max,Humitat_min,Precipitacio_max,Precipitacio_min,IrrSolar_max,IrrSolar_min,Neu_max,Neu_min,Vent_max,Vent_min,ProbabilitatManifestacio,ProbabilitatFesta
2017-01-01,17177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,3,11,9,0,0,11.9,-4.6,98.0,39.0,0.1,0.0,442.0,0.0,,,,,0.0,74700.0
2017-01-01,17178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,14,85,66,0,9,11.9,-4.6,98.0,39.0,0.1,0.0,442.0,0.0,,,,,0.0,74700.0
2017-01-01,17179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,2,5,12,0,0,11.9,-4.6,98.0,39.0,0.1,0.0,442.0,0.0,,,,,0.0,74700.0
2017-01-01,8380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,95,605,538,19,34,13.0,0.7,100.0,68.0,0.0,0.0,449.0,0.0,,,9.5,2.0,0.0,74700.0
2017-01-01,8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,2,2,27,0,1,9.8,-3.3,95.0,46.0,0.0,0.0,,,,,,,0.0,74700.0
2017-01-01,8529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,4,0,15,0,1,7.7,0.8,98.0,47.0,0.0,0.0,467.0,0.0,,,9.5,0.5,0.0,74700.0
2017-01-02,17480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,204,191,1111,14,49,15.5,7.6,94.0,66.0,0.0,0.0,505.0,0.0,,,4.2,0.5,0.0,162268.1
2017-01-02,8001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1948,242,259,3062,166,245,15.7,10.0,90.0,66.0,0.0,0.0,426.0,0.0,,,6.6,0.5,0.0,162268.1
2017-01-02,8028,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,1971,653,483,3201,73,227,13.9,8.0,100.0,64.0,0.0,0.0,489.0,0.0,,,8.6,1.1,0.0,162268.1
2017-01-02,8007,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,127,40,343,7,5,14.8,6.9,92.0,65.0,0.0,0.0,456.0,0.0,,,6.3,0.7,0.0,162268.1
